,rank,precision,generator_name,base
0,7,7.90676733285548e-06,big_gauss,1.01
1,12,1.3234484655542884e-05,big_gauss,1.01
2,17,2.246063550726926e-05,big_gauss,1.01
3,22,3.3432388458977124e-05,big_gauss,1.01
4,27,5.11026420774827e-05,big_gauss,1.01
5,32,6.424735811997737e-05,big_gauss,1.01
6,37,9.201186547227453e-05,big_gauss,1.01
7,42,0.00010096272699697201,big_gauss,1.01
8,47,0.00016010493094793823,big_gauss,1.01
9,52,0.00019572773926857719,big_gauss,1.01
10,57,0.00029318827402748066,big_gauss,1.01
11,62,0.0004085449440864072,big_gauss,1.01
12,67,0.00042417920847781374,big_gauss,1.01
13,7,5.527735461544017e-06,big_radem,1.01
14,12,1.2610003516554572e-05,big_radem,1.01
15,17,1.993967046030064e-05,big_radem,1.01
16,22,3.442010802567056e-05,big_radem,1.01
17,27,3.8712608145173324e-05,big_radem,1.01
18,32,5.223487531148731e-05,big_radem,1.01
19,37,7.856961499701117e-05,big_radem,1.01
20,42,0.00010537138245759687,big_radem,1.01
21,47,0.00014586062082896014,big_radem,1.01
22,52,0.00019622217045895895,big_radem,1.01
23,57,0.0002248424207198961,big_radem,1.01
24,62,0.00033255163033898315,big_radem,1.01
25,67,0.00039970834901905164,big_radem,1.01
26,7,6.812720246325282e-06,gauss_gauss,1.01
27,12,1.6488490351490574e-05,gauss_gauss,1.01
28,17,2.3923380043114035e-05,gauss_gauss,1.01
29,22,2.933594164707637e-05,gauss_gauss,1.01
30,27,5.5294861966882036e-05,gauss_gauss,1.01
31,32,6.764872865782668e-05,gauss_gauss,1.01
32,37,8.725344488876573e-05,gauss_gauss,1.01
33,42,0.00011615148350459996,gauss_gauss,1.01
34,47,0.00015319126009949124,gauss_gauss,1.01
35,52,0.000183398591212728,gauss_gauss,1.01
36,57,0.0002569281876244451,gauss_gauss,1.01
37,62,0.000359907968545548,gauss_gauss,1.01
38,67,0.0004217411622714224,gauss_gauss,1.01
39,7,5.955196304664702e-06,gauss_radem,1.01
