,rank,precision,generator_name,base
128,7,0.20549558040294152,2_6,1.18
129,12,0.6425029043805883,2_6,1.18
130,17,0.9369771146788615,2_6,1.18
131,22,3.377993468534129,2_6,1.18
132,27,2.455082861253367,2_6,1.18
133,32,35.136892733003556,2_6,1.18
134,37,11.70365693550428,2_6,1.18
135,42,39.73362653699306,2_6,1.18
136,7,0.11601988012831366,1_12,1.18
137,12,3.9210316860787926,1_12,1.18
138,17,2.4939987918651534,1_12,1.18
139,22,6.390819537557445,1_12,1.18
140,27,8.977161678745563,1_12,1.18
141,32,10.773002047185017,1_12,1.18
142,37,15.119393862538121,1_12,1.18
143,42,33.72183578166318,1_12,1.18
144,7,3.028524325355128,12_1,1.5
145,12,355.69289417581047,12_1,1.5
146,17,62.994582746314585,12_1,1.5
147,22,44.34617287912822,12_1,1.5
148,27,161.06404226097985,12_1,1.5
149,32,157.19782897474403,12_1,1.5
150,37,2055.5662003616308,12_1,1.5
151,42,1965.1507259303867,12_1,1.5
152,7,33.6557204072637,6_2,1.5
153,12,127.00373440858785,6_2,1.5
154,17,27.35105734433798,6_2,1.5
155,22,91.2405256269395,6_2,1.5
156,27,88.12199515604189,6_2,1.5
157,32,467.36744394253526,6_2,1.5
158,37,47.147484844272284,6_2,1.5
159,42,673.9145288135306,6_2,1.5
160,7,3.316233615496838,4_3,1.5
161,12,6.310701563131604,4_3,1.5
162,17,277.832491231786,4_3,1.5
163,22,940.74683706141,4_3,1.5
164,27,299.32781847616485,4_3,1.5
165,32,239.9644370634366,4_3,1.5
166,37,365.52650610904357,4_3,1.5
167,42,431.4321452874616,4_3,1.5
168,7,15.15495428511955,3_4,1.5
169,12,240.36626042537847,3_4,1.5
170,17,227.89963305648706,3_4,1.5
171,22,64.16838941538339,3_4,1.5
172,27,378.5821898606145,3_4,1.5
173,32,375.91588388686864,3_4,1.5
174,37,584.1467934854608,3_4,1.5
175,42,678.2444437023803,3_4,1.5
176,7,24.253682668355783,2_6,1.5
177,12,24.80983872295702,2_6,1.5
178,17,121.58596820734961,2_6,1.5
179,22,897.3499395244593,2_6,1.5
180,27,36.419213066237845,2_6,1.5
181,32,2049.4202307978817,2_6,1.5
182,37,1100.0670289973816,2_6,1.5
183,42,1719.785530808725,2_6,1.5
184,7,11.651319938201864,1_12,1.5
185,12,280.844998032727,1_12,1.5
186,17,275.6583119903423,1_12,1.5
187,22,178.07932054676746,1_12,1.5
188,27,760.9660863489403,1_12,1.5
189,32,705.3315563986375,1_12,1.5
190,37,743.7244208657272,1_12,1.5
191,42,252.29340161885193,1_12,1.5
192,7,35.37339062963524,12_1,2.0
193,12,3082.597769377761,12_1,2.0
194,17,527.3878087412551,12_1,2.0
195,22,272.39637903577716,12_1,2.0
196,27,1664.6133039718777,12_1,2.0
197,32,3130.899235407363,12_1,2.0
198,37,27385.60520374002,12_1,2.0
199,42,11578.513446539948,12_1,2.0
200,7,135.3302236945097,6_2,2.0
201,12,1747.0339522906597,6_2,2.0
202,17,1167.9408907119937,6_2,2.0
203,22,2140.2703919931164,6_2,2.0
204,27,221.5171007734952,6_2,2.0
205,32,2144.6008375714623,6_2,2.0
206,37,58.3936854550761,6_2,2.0
207,42,7542.3251244483545,6_2,2.0
208,7,14.1478304527842,4_3,2.0
209,12,20.873449631127023,4_3,2.0
210,17,2153.707009440647,4_3,2.0
211,22,7402.781021412222,4_3,2.0
212,27,1578.1746573626483,4_3,2.0
213,32,3150.0018329112327,4_3,2.0
214,37,1957.7710191041228,4_3,2.0
215,42,2849.584219474033,4_3,2.0
216,7,528.3011811385637,3_4,2.0
217,12,2535.0031586060218,3_4,2.0
218,17,5947.670905472751,3_4,2.0
219,22,319.34993218669285,3_4,2.0
220,27,2923.2105896009202,3_4,2.0
221,32,5878.965246049736,3_4,2.0
222,37,7018.84824947034,3_4,2.0
223,42,2191.5509978099108,3_4,2.0
224,7,943.3829294265528,2_6,2.0
225,12,175.26493188664827,2_6,2.0
226,17,2541.7443902537543,2_6,2.0
227,22,17258.398867732507,2_6,2.0
228,27,587.3756667425854,2_6,2.0
229,32,55535.14759127649,2_6,2.0
230,37,10937.168016589287,2_6,2.0
231,42,18541.835531438268,2_6,2.0
232,7,119.4205860689261,1_12,2.0
233,12,803.8088889035552,1_12,2.0
234,17,13591.67137905494,1_12,2.0
235,22,2849.5960799094605,1_12,2.0
236,27,7921.174464646663,1_12,2.0
237,32,3442.4712844551336,1_12,2.0
238,37,2586.94410060393,1_12,2.0
239,42,1129.9270773317623,1_12,2.0
